Area1,Area2,Area3,Area4,Area5,Area6,Climb,Climb_Type,Grade,Pitches,Commitment,Route_type,Height,Quality,Danger,FA,Description,Protection
California,Bishop,Buttermilk Country,Buttermilks,Boy and Girl Boulders,,Patina,boulder,0,,,,12,3,0,,Cool patina climbing,
California,Bishop,Buttermilk Country,Buttermilks,Buttermilk Stem Boulder,,Stem Left,boulder,5,,,,20,2,0,,Jump to the hueco and make some precarious scrunched moves working your way up and left to more huecos.  Tricky!,
California,Bishop,Buttermilk Country,Buttermilks,Buttermilk Stem Boulder,,Stem Left Sit,boulder,6,,,,20,0,0,,Start in the stem stand start?,
California,Bishop,Buttermilk Country,Buttermilks,Buttermilk Stem Boulder,,Matt's Project,boulder,6,,,,15,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Buttermilk Stem Boulder,,Matt's Project Sit,boulder,9,,,,15,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Buttermilk Stem Boulder,,Buttermilk Stem,boulder,1,,,,20,4,0,,"Classic, fun, stemmy",
California,Bishop,Buttermilk Country,Buttermilks,Buttermilk Stem Boulder,,Buttermilk Stem Sit,boulder,4,,,,20,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Buttermilk Stem Boulder,,Brian's Project,boulder,8,,,,18,4,0,,Good slopey but gritty compression followed by a balancy topout.  Pleasantly surprised!,
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Pain Grain,boulder,5,,,,20,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Pain Grain Sit,boulder,7,,,,20,3,0,,Actually some decent movement.  Topout still perplexing.,
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Grain Pain,boulder,0,,,,15,2,0,,Meh.  Might crumble soon.,
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Cave Route,boulder,6,,,,15,3,0,,A great v6.  Tick v7 if shorter.,
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,General Mills,boulder,8,,,,15,3,0,,Great variant to the classic Cave Route!  Break out left before the big move to a crimp then some sharp holds.  Climbs well and puts up a good challenge!,
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Frosted Flakes,boulder,8,,,,15,4,0,,"The best line on the boulder?!  A stellar variant to the classic, but definitely stout!  Took me 3 ""send"" goes because of skin/tape.",
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Dyno Problem,boulder,3,,,,15,3,0,,"Clean dynamic fun.  Not the best landing, but not the craziest dynos either.",
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Moonraker,boulder,8,,,,10,5,0,,"Fucking cool!  Kneebar (with use of a taped on flip flop), double heel hooks, double toe hooks, sideways mantel, only to finish facing outwards in a bowl and crawling through a hole.  Awesome climb and hard.",
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Shelter From the Storm,boulder,5,,,,10,2,0,,Kinda silly but honestly not bad,
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Little Forgotten,boulder,10,,,,18,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Inner Sanctum,boulder,2,,,,15,3,1,,"Rad juggy rib feature.  Didn't top it out yet, but want to go back for the topout.",
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,Gleaming the Cube,boulder,8,,,,10,3,0,,Easier than expected but also tougher than expected.  It just goes.  Cool feature,
California,Bishop,Buttermilk Country,Buttermilks,Cave Boulders,,3D,boulder,10,,,,10,3,0,,Obnoxiously difficult to start but climbs well.,
California,Bishop,Buttermilk Country,Buttermilks,Checkerboard,,Checkerboard,boulder,8,,,,25,4,0,,One of the best lines in Bishop.  Beautiful and comfortable patina crimps lead to a long deadpoint with some height.  Stellar,
California,Bishop,Buttermilk Country,Buttermilks,Edge of Reason,,Edge of Reason,boulder,3,,,,15,3,0,,Harder and more agressive than expected.  Fairly sustained but great features.  V0 stand feels like v1-2,
California,Bishop,Buttermilk Country,Buttermilks,Edge of Reason,,"No Sense, No Reason",boulder,4,,,,15,3,0,,Tough first move but otherwise pleasant and chill,
California,Bishop,Buttermilk Country,Buttermilks,Edge of Reason,,Freeze All Cylinders,boulder,8,,,,15,3,0,,Cool line with some slopey mantely movement.  Flash!,
California,Bishop,Buttermilk Country,Buttermilks,Edge of Reason,,Warming,boulder,1,,,,20,1,0,,Highball with some hollow holds.  Cool line but definitely suspect,
California,Bishop,Buttermilk Country,Buttermilks,Edge of Reason,,Thawed Out,boulder,9,,,,15,0,0,,Traverse the whoooole line of rails/holds from far left through No Sense.,
California,Bishop,Buttermilk Country,Buttermilks,Corner Boulder,,Unnamed (4),boulder,0,,,,15,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Corner Boulder,,Unnamed (5),boulder,0,,,,15,2,0,,Decent warmup.,
California,Bishop,Buttermilk Country,Buttermilks,Corner Boulder,,Unnamed (6),boulder,1,,,,15,2,0,,"Okay warmup, the moves are sharper and tougher than ideal.",
California,Bishop,Buttermilk Country,Buttermilks,Drifter Boulder,,High Plains Drifter,boulder,7,,,,45,4,1,,"(11/27/20) The classic V7.  A good one to keep going back to for reference.  I don't remember how many trips this one took, but I'm happy it feels fairly easy now.  Still need better beta for the final move right.",
California,Bishop,Buttermilk Country,Buttermilks,Drifter Boulder,,Smoking,boulder,0,,,,45,1,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Drifter Boulder,,Unnamed,boulder,0,,,,45,2,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Drifter Boulder,,The Dripper,boulder,4,,,,45,2,1,,One big move or its harder,
California,Bishop,Buttermilk Country,Buttermilks,Drifter Boulder,,The Knobs,boulder,5,,,,45,3,1,,"Pretty fucking cool move, but I wouldn't have tried it without Matthews coersion on the rockover beta.  It actually works.  Reaching the good hold is still far though.",
California,Bishop,Buttermilk Country,Buttermilks,Drifter Boulder,,Plain High Drifter,boulder,12,,,,45,0,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Drifter Boulder,,Plain High Dyno,boulder,10,,,,45,0,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Drifter Boulder,,Change of Heart,boulder,6,,,,45,4,1,,10/29/19: Repeat flash!  A couple of the holds were a little smaller than I remembered but I felt strong enough to lock off nearly every move.,
California,Bishop,Buttermilk Country,Buttermilks,Drifter Boulder,,East Face Sit Start,boulder,4,,,,45,2,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Fit Homeless Boulder,,Unnamed,boulder,0,,,,12,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Fit Homeless Boulder,,Unnamed,boulder,0,,,,12,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Fit Homeless Boulder,,Unnamed,boulder,0,,,,12,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Fit Homeless Boulder,,Unnamed,boulder,0,,,,12,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Fit Homeless Boulder,,Unnamed,boulder,2,,,,12,1,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Five And Dime Boulder,,Five and Dime Left,boulder,0,,,,10,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Five And Dime Boulder,,Unnamed,boulder,0,,,,10,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Flyboy Boulder,,Flyboy (Sit),boulder,8,,,,15,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Flyboy Boulder,,Flyboy,boulder,6,,,,15,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Flyboy Boulder,,Fly Boy Arete,boulder,5,,,,15,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Flyboy Boulder,,Flight Attendant,boulder,7,,,,15,2,0,,Right exit to Flyboy stand.  Climbs surprisingly well but mildly awkward position.,
California,Bishop,Buttermilk Country,Buttermilks,Flyboy Boulder,,Flight Attendant Sit,boulder,9,,,,15,2,0,,Flyboy sit into Flight Attendant stand.  Neat movement but still a little morpho.  Worth checking out.,
California,Bishop,Buttermilk Country,Buttermilks,Flyboy Boulder,,Fall Guy,boulder,9,,,,30,0,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Flyboy Boulder,,Haroun and the Sea of Stories,boulder,11,,,,30,0,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Flyboy Boulder,,Faki School,boulder,10,,,,25,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Golden Boulder,,Unnamed,boulder,0,,,,25,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Golden Boulder,,Glass Slab,boulder,0,,,,25,3,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Golden Boulder,,Russel-a-tor,boulder,0,,,,25,3,0,,"""A historical challenge"".  Very unique movement and an offwidth masterpiece.  Cool chimney techniques lead you through this crazy adventure.",
California,Bishop,Buttermilk Country,Buttermilks,Golden Boulder,,Standing on the Shoulders of Giants,boulder,9,,,,30,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Golden Boulder,,Just Golden,boulder,0,,,,20,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Golden Boulder,,Unnamed,boulder,0,,,,20,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,Essential Peabody,boulder,0,,,,15,4,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,North Face Direct,boulder,2,,,,15,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,East Arete,boulder,2,,,,50,0,2,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,Unnamed,boulder,0,,,,40,1,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,Magnetic North,boulder,8,,,,20,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,Center Direct,boulder,10,,,,8,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,North of Center,boulder,11,,,,50,0,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,The Mystery,boulder,12,,,,12,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,Go Granny Go,boulder,5,,,,12,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,Go Granny Go Right,boulder,5,,,,12,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,Go Granny Ho,boulder,7,,,,12,2,0,,2 move 7.  Easy for its grade.,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,Granny High,boulder,7,,,,50,0,2,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandma Peabody Boulder,,Southwest Arete,boulder,1,,,,50,5,2,,Beatiful and fun!,
California,Bishop,Buttermilk Country,Buttermilks,Grandpa Peabody Boulder,,Footprints,boulder,7,,,,55,0,3,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandpa Peabody Boulder,,East Arete,boulder,2,,,,55,0,3,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandpa Peabody Boulder,,Rockcraft Arete,boulder,0,,,,55,4,3,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandpa Peabody Boulder,,Transporter Room,boulder,5,,,,55,0,3,,,
California,Bishop,Buttermilk Country,Buttermilks,Grandpa Peabody Boulder,,Cave Problem,boulder,4,,,,12,1,0,,"Cool features, but its just one big crux move then a drop from 8ft . . . ",
California,Bishop,Buttermilk Country,Buttermilks,Grandpa Peabody Boulder,,Evilution Direct,boulder,11,,,,55,0,3,,,
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,Green Wall Center,boulder,6,,,,15,2,0,,"Still fucking hard and painful.  Not going back for a repeat, like, ever.  10/29/19: Hopped on with a group of Noelle's friends and put ti down in 3 tries.  Didn't feel nearly as hard nor painful as I remember.  Confidence boosting to say the least.",
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,Green Wall Arete,boulder,1,,,,15,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,Green Wall Essential,boulder,2,,,,15,3,0,,"10/29/19: Trickier than I remembered, or I just rushed it a lot.  Still a great problem!",
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,Problem A,boulder,0,,,,15,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,Problem B,boulder,0,,,,15,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,South Face of the Green Wall,boulder,5,,,,25,2,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,The Groove,boulder,4,,,,25,1,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,East Rib,boulder,3,,,,25,3,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,South Arete,boulder,6,,,,25,2,1,,Cool features but less than stellar movement.,
California,Bishop,Buttermilk Country,Buttermilks,Green Wall Boulder,,South Arete Sit,boulder,7,,,,25,1,1,,"As if adding to the previous, adds another cool feature but even worse movement.",
California,Bishop,Buttermilk Country,Buttermilks,Grovel Roof Boulder,,Grovel Roof,boulder,3,,,,15,1,0?,,Still worth doing. FML,
California,Bishop,Buttermilk Country,Buttermilks,Hager Boulder,,Hager Face,boulder,4,,,,15,3,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Hager Boulder,,Hager Arete,boulder,0,,,,15,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Hager Boulder,,Unnamed,boulder,0,,,,15,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Hager Boulder,,Unnamed Arete,boulder,0,,,,15,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Hager Boulder,,Unnamed,boulder,B,,,,15,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Boulder,,Hero Roof,boulder,0,,,,12,4,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Boulder,,Unnamed Slab,boulder,0,,,,12,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Boulder,,"Rib, No Rib",boulder,1,,,,12,3,0,,"One bigger move into Hero Roof, fantastic.",
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Boulder,,"Rib, No Rib Sit",boulder,6,,,,12,3,0,,"Sit on two classic Bishop knobs.  Tougher than expected, one single tough move.",
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Boulder,,Rib Direct,boulder,5,,,,12,0,0,,SO BIG! Did something break?  Seems reaalllly hard for the grade.,
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Boulder,,Rib Direct Sit Start,boulder,7,,,,12,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Boulder,,Easy Grit,boulder,5,,,,15,3,0,,Great little compression problem.,
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Boulder,,Groovy Grit,boulder,1,,,,15,3,0,,Tricky mantle into some chill climbing.,
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Boulder,,Dishy Grit,boulder,6,,,,15,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Hero Roof Neighbor,,Unnamed Jump Start,boulder,1,,,,20,3,0,,"Surprisingly tricky!  A high jump start leads to some funk.  Felt hard, but maybe theres finesse to it.",
California,Bishop,Buttermilk Country,Buttermilks,Hueco wall area,,Gastonia,boulder,8,,,,30,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Hunk Boulder,,The Hunk,boulder,2,,,,35,1,1,,"Miserably sharp, to the point that it feels hard for its grade.",
California,Bishop,Buttermilk Country,Buttermilks,Hunk Boulder,,The Hunk Direct,boulder,3,,,,35,3,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Hunk Boulder,,Unnamed,boulder,B,,,,35,3,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Iron Man Boulder,,Iron Man Traverse,boulder,4,,,,10,4,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Iron Man Boulder,,Iron Footless,boulder,6,,,,10,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Iron Man Boulder,,Iron Cross,boulder,6,,,,10,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Iron Man Boulder,,Iron Fly,boulder,9,,,,10,4,0,,"FINALLY! Didn't even feel that hard, but I was definitely never quite reaching the hold.  Tape up for the sharp edge.",
California,Bishop,Buttermilk Country,Buttermilks,Iron Man Boulder,,Iron Heel,boulder,9,,,,10,3,0,,"Deserves the separation, but still a rad problem.",
California,Bishop,Buttermilk Country,Buttermilks,Iron Man Boulder,,Prepare for Takeoff,boulder,10,,,,10,0,0,,Climb Iron Man Traverse into Iron Fly,
California,Bishop,Buttermilk Country,Buttermilks,Iron Man Boulder,,Runway Taxi,boulder,12,,,,10,0,0,,"Climb the Iron Circle/Cross and continue back onto the traverse, only to finish with Iron Fly.",
California,Bishop,Buttermilk Country,Buttermilks,Iron Man Boulder,,Unnamed,boulder,2,,,,10,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Iron Man Boulder,,Magnetic Attraction,boulder,6,,,,10,4,0,,"Pretty cool, has a Squamish feel....in Bishop.  Deserving of a star or two.  My beta was tall person, could be much harder if shorter.",
California,Bishop,Buttermilk Country,Buttermilks,Leary Bard Boulder,,Leary Bard Arete,boulder,5,,,,18,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Leary Bard Boulder,,Leary Bard Arete Left,boulder,5,,,,18,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Leary Bard Boulder,,Hobb's Problem,boulder,2,,,,20,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Loaf Boulder,,The Rising,boulder,4,,,,15,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Loaf Boulder,,Nan Bread,boulder,4,,,,15,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Loaf Boulder,,Sheepherder,boulder,2,,,,18,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Lower Smoking Boulder,,Unnamed,boulder,0,,,,15,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Lower Smoking Boulder,,Unnamed,boulder,1,,,,15,3,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Mandala Boulder,,Pope's Prow,boulder,6,,,,20,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Mandala Boulder,,Pope's Prow Sit,boulder,8,,,,20,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Mandala Boulder,,Devoted Traverse,boulder,6,,,,12,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Mandala Boulder,,Devoted,boulder,8,,,,20,0,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Mandala Boulder,,Unnamed,boulder,1,,,,12,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,"North Boulder, Flyboy Area",,East Side Story,boulder,3,,,,25,3,1,,"Tough, maybe because of the committment, but great.  Tricky slopers in the middle to a jug rest then a looong move up to good holds.",
California,Bishop,Buttermilk Country,Buttermilks,"North Boulder, Flyboy Area",,Larger Than Life,boulder,3,,,,25,3,2,,"East Side Story's scary sister.  No falls allowed, practically unprotectable.  A spooky gaston perch move leads you to more crimping than you want.  ",
California,Bishop,Buttermilk Country,Buttermilks,"North Boulder, Flyboy Area",,Unnamed,boulder,0,,,,25,2,0,,,
California,Bishop,Buttermilk Country,Buttermilks,"North Boulder, Flyboy Area",,Mount Tom View,boulder,0,,,,25,3,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Painted Cave,,Painted Cave Stand Start,boulder,4,,,,15,3,0,,"Deserves more attention but ""oh no its a 5 minute walk!""",
California,Bishop,Buttermilk Country,Buttermilks,Painted Cave,,Painted Cave,boulder,6,,,,15,4,0,,Cool huecos in a roof to a slippery slopey finish!,
California,Bishop,Buttermilk Country,Buttermilks,Pinch Boulder,,Unnamed,boulder,1,,,,8,3,0,,Not in book.  Gravel-y scoop on south-east side,
California,Bishop,Buttermilk Country,Buttermilks,Porcelain Boulder,,Raggedy Ann,boulder,3,,,,12,3,1,,,
California,Bishop,Buttermilk Country,Buttermilks,Porcelain Boulder,,Doll Face,boulder,4,,,,12,3,0,,,
California,Bishop,Buttermilk Country,Buttermilks,Porcelain Boulder,,Raggedy Nate,boulder,2,,,,12,3,0,,Not in book.  Start as for Raggedy Ann but move up to a large crimp before the rail ends.,
California,Bishop,Buttermilk Country,Buttermilks,Porcelain Boulder,,Peanut Gallery,boulder,0,,,,15,2,0,,Surmount the large xenolith and finish up the arete/slab,
California,Bishop,Buttermilk Country,Buttermilks,Porcelain Boulder,,Porcelain Slab,boulder,0,,,,15,2,0,,Gain the slab from the nearby rock and finish upwards,
California,Bishop,Buttermilk Country,Buttermilks,Pothole Boulder,,Pothole Traverse,boulder,1,,,,10,3,0,,"Super rad feature following a bunch of huecos along a lip.  Definitely deserving of multiple stars.  ""Sit"" start is broken, start as a single move into the first pothole.  More technical than v1 for it to feel that easy.  Great feature climb.",
California,Bishop,Buttermilk Country,Buttermilks,Ranger Rock,,Unnamed (11),boulder,0,,,,20,2,0,,Chill line with some high feet,
California,Bishop,Buttermilk Country,Buttermilks,Ranger Rock,,Rail Problem,boulder,5,,,,20,2,0,,"Sharp, balancey, and mildly heinous.  Not what I expected for Bishop 500 but at least it put up a fight!",
